tmdbId,title,combined_features
9819,Marvin's Room (1996),cigarette smoking reference to goofy the dog character bone marrow transplant leukemia merylstreep leonardodicaprio dianekeaton scottmcpherson drama
49799,Somebody is Waiting (1996),family relationships mother son relationship bank robbery sign language gabrielbyrne nastassjakinski johnnywhitworth martindonovan drama
31908,Ghosts of Mississippi (1996),racial discrimination racial tension trial widow alecbaldwin jameswoods virginiamadsen lewiscolick drama
46027,Night Falls on Manhattan (1996),family relationships metaphoric title manhattan italian american andygarcia ianholm jamesgandolfini robertdaley crime drama
3179,Beavis and Butt-Head Do America (1996),confession booth president the white house person in a car trunk mikejudge brucewillis demimoore mikedeseve adventure animation comedy crime
1802,La Cérémonie (1995),family massacre miniskirt provincial life rich couple isabellehuppert sandrinebonnaire jean-pierrecassel ruthrendell crime drama mystery thriller
4232,Scream (1996),slasher serial killer masked killer mystery killer drewbarrymore rogerjackson kevinpatrickwalls kevinwilliamson comedy horror mystery thriller
9361,"Last of the Mohicans, The (1992)",based on novel colonial america seven years' war woman in jeopardy danielday-lewis madeleinestowe russellmeans jamesfenimorecooper action romance war western
2928,Michael (1996),reporter archangel michael angel road trip johntravolta andiemacdowell williamhurt peterdexter comedy drama fantasy romance
30285,"Evening Star, The (1996)",texas death family relationships sequel to best picture winner shirleymaclaine billpaxton juliettelewis robertharling comedy drama
10549,Hamlet (1996),shakespeare play ghost gertrude character ophelia character rizabbasi richardattenborough davidblair williamshakespeare crime drama romance
58102,Some Mother's Son (1996),lord briton catholic priest death by starvation helenmirren fionnulaflanagan aidangillen terrygeorge drama
18451,"Whole Wide World, The (1996)",corn stalk courtship friendship writer vincentd'onofrio renéezellweger annwedgeworth novalynepriceellis drama
27265,Mother (1996),triangulation narcissism blonde stereotype reference to 2001 a space odyssey paulcollins lauraweekes albertbrooks albertbrooks comedy
49935,"Thieves (Voleurs, Les) (1996)",older woman younger woman lesbian relationship singing in a car lesbian kiss lesbian catherinedeneuve danielauteuil laurencecôte andrétéchiné crime drama romance
8818,Evita (1996),argentina actress politics military madonna antoniobanderas jonathanpryce timrice drama musical
36758,"Portrait of a Lady, The (1996)",based on novel close up of eyes period drama american nicolekidman johnmalkovich barbarahershey henryjames drama
36040,Walkabout (1971),adventure drama
74239,Message to Love: The Isle of Wight Festival (1996),performance isle of wight island england iananderson joanbaez martinbarre murraylerner documentary
9415,Murder at 1600 (1997),african american police officer coverup dead body with eyes open wesleysnipes dianelane danielbenzali dianelane crime drama mystery thriller
55146,Hearts and Minds (1996),lusaka zambia racist police african national congress dannykeogh patrickshai seputlasebogodi ralphziman drama
303693,Inside (1996),prisoner political prisoner apartheid retribution nigelhawthorne ericstoltz louisgossettjr. arthurpenn action
12145,Fierce Creatures (1997),zoo black comedy father son relationship father and son played by same actor johncleese jamieleecurtis kevinkline robertyoung comedy
42424,Zeus and Roxanne (1997),animal character names as title dolphin dog single parent steveguttenberg kathleenquinlan arnoldvosloo tombenedek children
34314,Turbulence (1997),airplane pilot shootout stewardess rayliotta laurenholly brendangleeson jonathanbrett action thriller
2892,Angel Baby (1995),love therapy female frontal nudity male frontal nudity johnlynch jacquelinemckenzie colinfriels michaelrymer drama
9404,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),frame up fourth part hero australia jackiechan jacksonlou anniewu gregmellott action adventure comedy thriller
85242,Underworld (1996),one word title psychological drama mass murder massacre denisleary joemantegna annabellasciorra rogerchristian comedy thriller
9622,Beverly Hills Ninja (1997),slowness ninja ship wreck murder chrisfarley nicollettesheridan robinshou markfeldberg action comedy
8860,Metro (1997),hostage chase police officer gunfight eddiemurphy kimmiyori artevans randyfeldman action comedy crime drama thriller
197537,The Machine (1994),title same as book scientist as protagonist mad scientist france gérarddepardieu nathaliebaye didierbourdon françoisdupeyron horror sci-fi thriller
66597,Falling in Love Again (1980),comedy
14832,"Cement Garden, The (1993)",brother sister incest basement corpse brother sister sex andrewrobertson charlottegainsbourg alicecoulthard andrewbirkin drama
9619,Dante's Peak (1997),volcano mayor lava volcanologist piercebrosnan lindahamilton jamierenéesmith lesliebohem action thriller
40506,Meet Wally Sparks (1997),television talk show conservative crude humor governor rodneydangerfield debimazar davidogdenstiers harrybasil comedy
31000,Amos & Andrew (1993),kidnapping character names as title surnames as title police samuell.jackson michaellerner margaretcolin e.maxfrye comedy
4104,Benny & Joon (1993),brother sister relationship siblings living together sibling love johnnydepp marystuartmasterson aidanquinn barryberman comedy romance
26306,Prefontaine (1997),watching tv oregon long distance runner runner jaredleto r.leeermey edo'neill stevejames drama
203829,"Tickle in the Heart, A (1996)",klezmer harrietgoldsteindarr juliusepstein maxepstein thomaskufus documentary
43775,Guantanamera (1994),funeral procession satire cuba one word title carloscruz mirtaibarra jorgeperugorría tomásgutiérrezalea comedy
14908,McHale's Navy (1997),1990s island terrorist captain tomarnold deanstockwell debramessing petercrabbe comedy war
784,Kolya (Kolja) (1996),paper marriage gold digger marriage for money promiscuity zdeneksverák andreykhalimon libusesafránková paveltaussig comedy drama
12489,Gridlock'd (1997),murder of an asian woman murder of a pregnant woman pregnancy buddy cop timroth tupacshakur thandienewton vondiecurtis-hall crime
168283,Fire on the Mountain (1996),f rated u.s. army world war two jerryarchbold fritzbenedict billbowerman bethgage documentary
16448,Waiting for Guffman (1996),mockumentary eyeglasses cringe comedy missouri deborahtheaker michaelhitchcock scottwilliamson christopherguest comedy
55936,Prisoner of the Mountains (Kavkazsky plennik) (1996),russian soldier caucasus chechnya slave labor olegmenshikov sergeybodrov jemalsikharulidze arifaliev war
17894,"Beautician and the Beast, The (1997)",dictator beautician female protagonist mistaken identity frandrescher timothydalton ianmcneice toddgraff comedy romance
28059,SubUrbia (1997),pubic hair male pubic hair male nudity public nudity jaycebartok amiecarey nickykatt ericbogosian comedy drama
58911,Hotel de Love (1996),twin party flashback elevator adenyoung saffronburrows simonbossell craigrosenberg comedy romance
17949,"Pest, The (1997)",manhunt scottish mafia scottish mob scotsman johnleguizamo jeffreyjones freddyrodríguez davidbarkatz comedy
1968,Fools Rush In (1997),elvis presley character elvis impersonator marriage one night stand matthewperry salmahayek jontenney joantaylor comedy drama romance
61563,Touch (1997),one word title male objectification male nudity nudity llcoolj ginagershon conchataferrell elmoreleonard drama fantasy romance
66,Absolute Power (1997),murder death of wife death car over a cliff clinteastwood genehackman edharris genehackman mystery thriller
20735,That Darn Cat (1997),cigar smoking revenge tire iron knocked out christinaricci douge.doug deanjones gordongordon children comedy mystery
11419,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),slapstick comedy airplane singing in a car reference to the beach boys chevychase beverlyd'angelo randyquaid elisabell comedy
333165,Unforgotten: Twenty-Five Years After Willowbrook (1996),independent film dannyaiello geraldorivera bernardcarabello jackfisher documentary
25796,That Old Feeling (1997),breakup sex in a car honeymoon elopement bettemidler dennisfarina paulamarshall lesliedixon comedy romance
638,Lost Highway (1997),surrealism doppelganger strong sexual content graphic violence billpullman patriciaarquette johnroselius davidlynch crime drama fantasy film-noir mystery romance
25624,Rosewood (1997),pseudohistory train station african american lynch mob jonvoight vingrhames doncheadle gregorypoirier action drama
9366,Donnie Brasco (1997),mafia fbi fbi agent money alpacino johnnydepp michaelmadsen josephd.pistone crime drama
60083,Salut cousin! (1996),female neighbor reference to algeria suitcase falling in love gadelmaleh messaoudhattau magalyberdy merzakallouache comedy drama
21915,Booty Call (1997),jack russell terrier micro mini sex in a hospital bed garter belt jamiefoxx tommydavidson amymoniquewaddell takashibufford comedy romance
90928,Rhyme & Reason (1997),rap b-real kurtisblow dabrat b-real documentary
50091,Boys Life 2 (1997),gay compilation gay interest sketch comedy michaelsaucedo justinurich travissher markchristopher drama
18420,City of Industry (1997),revenge heist sex scene bare breasts harveykeitel stephendorff timothyhutton kensolarz crime thriller
19952,Best Men (1997),reference to william shakespeare title directed by female best man reference to shakespeare's hamlet deancain andydick seanpatrickflanery artedlerbrown action comedy crime drama
9446,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),jungle remake close up of mouth native american culture timallen martinshort jobethwilliams hervépalud children comedy
28005,Kama Sutra: A Tale of Love (1996),seduction underwater photography massage folk dancing indiravarma saritachoudhury ramontikaram helenakriel romance
9403,Private Parts (1997),1970s public nudity pubic hair female pubic hair howardstern robinquivers marymccormack howardstern comedy drama
27322,Love Jones (1997),love sex cult film ex boyfriend larenztate nialong isaiahwashington theodorewitcher romance
10003,"Saint, The (1997)",knights templar russophobia propaganda cranberry valkilmer elisabethshue radeserbedzija lesliecharteris action romance sci-fi thriller
9311,Smilla's Sense of Snow (1997),snow female protagonist character name in title f rated jensjørgenfleischer juliaormond aggaolsen peterhøeg drama thriller
11844,"Van, The (1996)",exploitation business van friendship colmmeaney donalo'kelly gerryan roddydoyle comedy drama
884,Crash (1996),car crash accident victim sexuality bisexuality jamesspader hollyhunter eliaskoteas j.g.ballard drama thriller
49806,"Daytrippers, The (1996)",road movie letter party thanksgiving stanleytucci hopedavis patmcnamara gregmottola comedy drama mystery romance
1624,Liar Liar (1997),birthday wish obscene finger gesture female stockinged feet pantyhose jimcarrey mauratierney justincooper paulguay comedy
88423,"Quiet Room, The (1996)",children's music song seven year old vow of silence celineo'leary paulblackwell chloeferguson rolfdeheer drama
16052,Selena (1997),singer tejano latin music marriage jenniferlopez jackieguerra constancemarie gregorynava drama musical
4477,"Devil's Own, The (1997)",terrorist murder police officer northern ireland harrisonford bradpitt margaretcolin kevinjarre action drama thriller
24662,Cats Don't Dance (1997),celebrity caricature cat hollywood child star scottbakula jasmineguy nataliecole markdindal animation children musical
18423,B*A*P*S (1997),neo screwball comedy restaurant millionaire nephew halleberry martinlandau ianrichardson troybyer comedy
76996,Love and Other Catastrophes (1996),date night love triangle sexual reference student mattday matthewdyktynski alicegarner yaelbergman romance
6499,Turbo: A Power Rangers Movie (1997),shared universe supervillain 1990s power rangers jonsimanton kaidoi gregcollins davidwinning action adventure children
50512,Anna Karenina (1997),character name as title anna karenina character saint petersburg russia count sophiemarceau seanbean alfredmolina leotolstoy drama romance
9405,Double Team (1997),opens with a car chase car explosion two word title time bomb jean-claudevandamme dennisrodman mickeyrourke donjakoby action
12723,Inventing the Abbotts (1997),1950s sex scene female frontal nudity working class joaquinphoenix billycrudup willpatton suemiller drama romance
9360,Anaconda (1997),butt snake boat anaconda jenniferlopez icecube jonvoight hansbauer action adventure thriller
9434,Grosse Pointe Blank (1997),long range rifle range time bomb man wears eyeglasses johncusack minniedriver alanarkin tomjankiewicz comedy crime romance
118991,Keys to Tulsa (1997),dysfunctional family stripper based on novel neo noir ericstoltz jamesspader deborahkaraunger brianfairberkey crime
21626,Kissed (1996),nudity female nudity female pubic hair necrophilia mollyparker peterouterbridge jaybrazeau angusfraser drama romance
13982,8 Heads in a Duffel Bag (1997),nude pantyhose female stockinged soles female stockinged feet camera shot of feet joepesci andycomeau kristyswanson tomschulman comedy
93946,Hollow Reed (1996),custody battle sadist trial secret sambould martindonovan ianhart angelapope drama
77223,Paradise Road (1997),japanese prison island singapore glennclose francesmcdormand paulinecollins davidgiles drama war
31465,Traveller (1997),irish travellers man tied up hogtied traveller billpaxton markwahlberg juliannamargulies jimmcglynn drama
12793,All Over Me (1997),lesbian youth drugs homophobia alisonfolland tarasubkoff colehauser alexsichel drama
102878,"Brother's Kiss, A (1997)",policeman urban setting undercover cop suicide nickchinlund michaelraynor justinpierce sethzvirosenfeld drama
105763,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",gourmet cooking food woman smokes a cigar pierrerichard michelinepresle ninokirtadze nanadzhordzhadze comedy romance
9611,Romy and Michele's High School Reunion (1997),chick flick learning the truth character names in title forenames in title mirasorvino lisakudrow janeanegarofalo robinschiff comedy
47694,Temptress Moon (Feng Yue) (1996),brother in law sister in law relationship cousin cousin romance drug addict paralysis lesliecheung ligong kevinlin kaigechen romance
10357,Volcano (1997),la brea tar pits lava bomb firefighter fire truck tommyleejones anneheche gabyhoffmann jeromearmstrong action drama thriller
9977,Children of the Revolution (1996),woman wears eyeglasses looking at oneself in a mirror army senate judydavis samneill f.murrayabraham peterduncan comedy
816,Austin Powers: International Man of Mystery (1997),spy spoof fembot british secret service mikemyers elizabethhurley michaelyork mikemyers action adventure comedy
2163,Breakdown (1997),car truck chase trucker breakdown psychological thriller kurtrussell j.t.walsh kathleenquinlan jonathanmostow action thriller
124680,Broken English (1996),interracial relationship city interracial love tree planting radeserbedzija aleksandravujcic julianarahanga gregornicholas drama
16399,Commandments (1997),downward spiral new york city reporter hurricane aidanquinn courteneycox anthonylapaglia danieltaplitz romance
124843,Ripe (1996),drifter twin army base on the road monicakeena daisyeagan gordoncurrie moogrodnik drama
31017,"Truth or Consequences, N.M. (1997)",neo noir directed by star ex convict drugs vincentgallo mykeltiwilliamson kiefersutherland bradmirman action crime romance
24645,"Turning, The (1992)",neo nazi pocahontas virginia white supremacist virginia karenallen raymondj.barry michaeldolan l.a.puopolo drama
49478,Warriors of Virtue (1997),kangaroo football furry sword and sorcery angusmacfadyen marioyedidia marleyshelton michaelvickerman action adventure children fantasy
12499,Fathers' Day (1997),road movie odd couple remake of french film remake robinwilliams billycrystal julialouis-dreyfus francisveber comedy
18,"Fifth Element, The (1997)",futuristic city future taxi driver love brucewillis garyoldman ianholm lucbesson action adventure comedy sci-fi
68545,Intimate Relations (1996),fatal attraction older woman younger man relationship age difference mother daughter relationship juliewalters rupertgraves matthewwalker philipgoodhew comedy
1811,Nowhere (1997),drugs cult film independent film one word title jamesduval racheltrue nathanbexton greggaraki comedy drama
109614,Losing Chase (1996),martha's vineyard flashback traumatic shock brother brother relationship helenmirren kyrasedgwick beaubridges kevinbacon drama
60082,Sprung (1997),dating african american ghetto sex tishacampbell-martin rustycundieff paulajaiparker rustycundieff comedy
105045,"Promise, The (La promesse) (1996)",belgium two directors teenage boy illegal immigration jérémierenier oliviergourmet assitaouedraogo lucdardenne drama
53023,"Bonheur, Le (1965)",drama
64802,Love! Valour! Compassion! (1997),male frontal nudity nudity swimming male nudity jasonalexander stephenspinella stephenbogardus joemantello drama romance
11239,Shall We Dance? (Shall We Dansu?) (1996),self discovery husband wife relationship tokyo japan japan kôjiyakusho tamiyokusakari naototakenaka masayukisuo comedy drama romance
50850,"Second Jungle Book: Mowgli & Baloo, The (1997)",child wolf dog elephant jamiewilliams billycampbell roddymcdowall matthewhorton adventure children
15321,Twin Town (1997),karaoke drugs compensation car llyrifans rhysifans dorienthomas kevinallen comedy crime
2058,Addicted to Love (1997),breakup apartment revenge motorcycle megryan matthewbroderick kellypreston robertgordon comedy romance
9450,Brassed Off (1996),yorkshire reference to margaret thatcher bare chested male band petepostlethwaite tarafitzgerald ewanmcgregor markherman comedy drama romance
125021,"Designated Mourner, The (1997)",vomiting wealth vacation urination mikenichols mirandarichardson daviddekeyser davidhare drama
330,"Lost World: Jurassic Park, The (1997)",dinosaur costa rica dog's death blockbuster video jeffgoldblum juliannemoore petepostlethwaite michaelcrichton action adventure sci-fi thriller
38523,Ponette (1996),little girl bereavement grief child's point of view victoirethivisol delphineschiltz matiazbureaucaton jacquesdoillon drama
16375,Schizopolis (1996),doppelganger black comedy absurdism satire mileshardy stevensoderbergh comedy
33660,Shiloh (1997),dog title spoken by character animal character name as title nightmare scottwilson blakeheron bonniebartlett phyllisreynoldsnaylor children drama
59232,"War at Home, The (1996)",vietnam veteran thanksgiving thanksgiving day emilioestevez kathybates martinsheen jamesduff drama
45671,Rough Magic (1995),two word title magic shaman love bridgetfonda russellcrowe jimbroadbent clarepeploe drama romance
17770,Trial and Error (1997),court jury trial con man gambling michaelrichards jeffdaniels charlizetheron sarabernstein comedy romance
15170,Buddy (1997),eccentric woman title directed by woman gorilla socialite renerusso robbiecoltrane alancumming gertrudedavieslintz adventure children drama
1701,Con Air (1997),diabetic bar country music bald colmmeaney mykeltiwilliamson nickchinlund scottrosenberg action adventure thriller
201445,Late Bloomers (1996),basketball high school f rated lesbian mother connienelson deehennigan garymitchellcarter gretchendyer comedy
26422,"Pillow Book, The (1996)",writing on a body nudity tattoo revenge vivianwu yoshioida kenogata seishonagon drama romance
124642,"To Have, or Not (En avoir (ou pas)) (1995)",lyon f rated title directed by female seduction sandrinekiberlain arnaudgiovaninetti roschdyzem laetitiamasson drama
1639,Speed 2: Cruise Control (1997),collision course bomb teenage girl character repeating someone else's dialogue sandrabullock jasonpatric willemdafoe grahamyost action romance thriller
49235,Squeeze (1997),gang violence drug dealer youth counsellor tyroneburton eddiecutanda phuongduong robertpatton-spruill drama
106129,Sudden Manhattan (1997),murder f rated nudity fortune teller adrienneshelly timguinee rogerrees adrienneshelly comedy
291634,"Next Step, The (1997)",ricknegron kristinmoreu denisefaye aaronreed drama
107743,Wedding Bell Blues (1996),public nudity female removes her dress f rated sexy woman illeanadouglas paulinaporizkova juliewarner danalustig comedy
415,Batman & Robin (1997),bat nipples camera focus on female butt heavy breathing pun arnoldschwarzenegger georgeclooney chriso'donnell bobkane action adventure fantasy thriller
47686,Dream With the Fishes (1997),bucket list dying voyeur underwear davidarquette bradhunt cathymoriarty finntaylor drama
65889,For Roseanna (Roseanna's Grave) (1997),cemetery train ride tightrope talk to the dead jeanreno mercedesruehl pollywalker paulweiland comedy drama romance
11103,Head Above Water (1996),beach house tied to a chair gagged with a lime bound and gagged harveykeitel camerondiaz craigsheffer eirikildahl comedy thriller
11970,Hercules (1997),hercules olympus satyr hero tatedonovan joshkeaton rogerbart johnmusker adventure animation children comedy musical
34941,The Last Time I Committed Suicide (1997),reference to lawrence ferlinghetti hollywood california stealing a car neal cassady character thomasjane keanureeves adrienbrody nealcassady drama
407992,MURDER and murder (1996),f rated title directed by female repetition in title joannamerlin kathleenchalfant catherinekellner yvonnerainer crime drama mystery
8874,My Best Friend's Wedding (1997),wedding best friend singing male female friendship juliaroberts dermotmulroney camerondiaz ronaldbass comedy romance
17991,Tetsuo II: Body Hammer (1992),sequel aquarium rooftop telephone conversation tomorôtaguchi shin'yatsukamoto nobukanaoka shin'yatsukamoto horror sci-fi
11956,When the Cat's Away (Chacun cherche son chat) (1996),missing cat investigation private investigation long haired male garanceclavel zinedinesoualem renéelecalm cédricklapisch comedy romance
266,"Contempt (Mépris, Le) (1963)",drama
754,Face/Off (1997),face transplant child murder death of child girl in panties johntravolta nicolascage joanallen mikewerb action crime drama thriller
37567,Fall (1997),male frontal nudity pubic hair male pubic hair nudity ericschaeffer amandadecadenet rudolfmartin ericschaeffer romance
43771,Gabbeh (1996),sheep wool old woman marriage abbassayah shaghayehdjodat hosseinmoharami mohsenmakhmalbaf drama
124834,Mondo (1996),boy street magician swimming bicycle ovidiubalan philippepetit pierrettefesch jean-mariegustaveleclézio drama
249358,"Innocent Sleep, The (1996)",witness reporter police murder olivercotton tonybluto paulbrightwell scottmichell crime
111367,For Ever Mozart (1996),digging one's grave reference to scheherazade artistic creation grandfather granddaughter relationship madeleineassas ghalialacroix bérangèreallaux jean-lucgodard drama
607,Men in Black (a.k.a. MIB) (1997),alien pantyhose superhero galaxy tommyleejones willsmith lindafiorentino lowellcunningham action comedy sci-fi
18080,Out to Sea (1997),hare krishna f rated broad as slang for woman cruise jacklemmon waltermatthau dyancannon robertnelsonjacobs comedy
38225,Wild America (1997),bare chested male bare chested teenage boy barefoot male camera jonathantaylorthomas devonsawa scottbairstow davidmichaelwieger adventure children
17834,"Simple Wish, A (1997)",race against time trapped in a mirror girl male fairy godmother robertpastorelli rubydee franciscapra michaelritchie children fantasy
686,Contact (1997),first contact wormhole religion nasa jenamalone davidmorse jodiefoster jamesv.hart drama sci-fi
65046,Love Serenade (1996),radio station hope chest chinese restaurant radio mirandaotto rebeccafrith georgeshevtsov shirleybarrett comedy
4421,G.I. Jane (1997),feminism military training strong female character demimoore viggomortensen annebancroft daniellealexandra action drama
9387,Conan the Barbarian (1982),action adventure fantasy
10603,George of the Jungle (1997),jungle heiress hero animal companion brendanfraser lesliemann thomashadenchurch jayward children comedy
2142,Cop Land (1997),corruption internal affairs falling off a roof faked death sylvesterstallone harveykeitel rayliotta jamesmangold action crime drama thriller
8413,Event Horizon (1997),spaceship black hole hell astronaut laurencefishburne samneill kathleenquinlan philipeisner horror sci-fi thriller
10336,Spawn (1997),image comics based on comic book child gagged devil michaeljaiwhite johnleguizamo martinsheen toddmcfarlane action adventure sci-fi thriller
20737,Air Bud (1997),lawsuit gavel abandoned church car in water michaeljeter kevinzegers wendymakkena kevindicicco children comedy
9413,Picture Perfect (1997),female protagonist yuppie working woman new york city jenniferaniston jaymohr kevinbacon arleensorkin comedy romance
14585,In the Company of Men (1997),misogynist deaf woman sexism office aaroneckhart stacyedwards mattmalloy neillabute comedy drama
18519,Free Willy 3: The Rescue (1997),warner bros. animal character name in title willy the whale character whaler jasonjamesrichter augustschellenberg anniecorley keithwalker adventure children drama
49462,Career Girls (1997),london england female protagonist primrose hill london reference to sherlock holmes katrincartlidge lyndasteadman katebyers mikeleigh drama
8834,Conspiracy Theory (1997),biting someone's nose hospital talking while driving on the run melgibson juliaroberts patrickstewart brianhelgeland drama mystery romance thriller
9458,Desperate Measures (1998),hospital police officer killed psychopath psycho thriller michaelkeaton andygarcia briancox davidklass crime drama thriller
8854,Steel (1997),junkyard female soldier terrorist explosion shaquilleo'neal annabethgish juddnelson louisesimonson action
38295,She's So Lovely (1997),obsession class differences passion independent film robinwright jamesgandolfini susantraylor johncassavetes drama romance
22073,Hoodlum (1997),1930s gangster great depression street shootout laurencefishburne timroth vanessawilliams chrisbrancato crime drama film-noir
37244,Leave It to Beaver (1997),having someone's back four word title 1990s school christophermcdonald janineturner cameronfinley bobmosher comedy
4961,Mimic (1997),giant insect insect disease entomologist mirasorvino jeremynortham alexandergoodwin donalda.wollheim horror sci-fi thriller
9416,Money Talks (1997),frame up police murder blood splatter christucker charliesheen heatherlocklear joelcohen action comedy
26180,Excess Baggage (1997),fake kidnapping car trunk father daughter relationship ransom aliciasilverstone beniciodeltoro christopherwalken maxd.adams adventure romance
17832,Kull the Conqueror (1997),character name as title kull the conqueror character protohistory king kevinsorbo tiacarrere thomasiangriffith roberte.howard action adventure
9772,Air Force One (1997),vietnam war veteran first lady of the united states of america president of the united states of america airplane hijacking harrisonford garyoldman glennclose andreww.marlowe action thriller
6072,187 (One Eight Seven) (1997),teacher as protagonist hood teacher high school samuell.jackson johnheard kellyrowan scottyagemann drama thriller
1669,"Hunt for Red October, The (1990)",action adventure thriller
468,My Own Private Idaho (1991),homoerotic friendship male hustler narcolepsy street life riverphoenix keanureeves jamesrusso gusvansant drama romance
32519,"Kiss Me, Guido (1997)",vito russo test passed pizza gay kiss basketball nickscotti anthonybarrile anthonydesando tonyvitale comedy
108401,Star Maps (1997),mature woman teenage boy sex large breasts bare breasts couple having sex while watching another couple have sex douglasspain efrainfigueroa kandeycejorden miguelarteta drama
10806,In & Out (1997),gay kiss homophobia screwball comedy school teacher kevinkline joancusack tomselleck paulrudnick comedy
9433,"Edge, The (1997)",bear wilderness crash survival tactics anthonyhopkins alecbaldwin ellemacpherson davidmamet adventure drama
6623,"Peacemaker, The (1997)",time bomb army colonel nuclear weapon train georgeclooney nicolekidman marceliures lesliecockburn action thriller war
2118,L.A. Confidential (1997),corruption murder call girl neo noir kevinspacey russellcrowe guypearce jamesellroy crime film-noir mystery thriller
978,Seven Years in Tibet (1997),dalai lama tibet based on real person man bradpitt davidthewlis bdwong heinrichharrer adventure drama war
9437,Kiss the Girls (1997),detective kidnapping escape serial killer morganfreeman ashleyjudd caryelwes jamespatterson crime drama mystery thriller
29461,Soul Food (1997),loss of grandmother sister 1990s food in title vanessawilliams vivicaa.fox nialong georgetillmanjr. drama
56651,Kicked in the Head (1997),bag flight attendant beer vomiting kevincorrigan lindafiorentino michaelrapaport matthewharrison comedy drama
10351,Wishmaster (1997),djinn wishmaster demon first of series angusscrimm aribarak jakemckinnon peteratkins horror
66588,"Thousand Acres, A (1997)",farm iowa jealousy disinheritance michellepfeiffer jessicalange jasonrobards janesmiley drama
2649,"Game, The (1997)",suicide surprise ending game hitchcockian michaeldouglas seanpenn deborahkaraunger johnbrancato drama mystery thriller
14289,Fire Down Below (1997),kentucky toxic waste fbi agent undercover stevenseagal marghelgenberger stephenlang jebstuart action drama thriller
10155,U Turn (1997),arizona police officer shot dramatic irony incest seanpenn billybobthornton abrahambenrubi johnridley crime drama mystery
75250,"Locusts, The (1997)",drifter pet bull bull carriage house katecapshaw jeremydavies vincevaughn johnpatrickkelley drama
20457,"MatchMaker, The (1997)",paddywhackery ireland matchmaker political advisor janeanegarofalo davido'hara miloo'shea markjoffe comedy romance
18355,"Assignment, The (1997)",espionage naval officer terrorist two word title aidanquinn donaldsutherland benkingsley dangordon action thriller
33657,"Smile Like Yours, A (1997)",man in socks fertility clinic mortician elevator gregkinnear laurenholly joancusack kevinmeyer comedy romance
55306,Ulee's Gold (1997),tape over mouth man wears eyeglasses beekeeper dysfunctional family peterfonda patriciarichardson christinedunford victornunez drama
68924,"Ice Storm, The (1997)",ice storm virgin swinging wife swapping kevinkline joanallen sigourneyweaver rickmoody drama
36434,Stag (1997),tape over mouth stripper bachelor party topless female nudity johnstockwell mariovanpeebles jerrystiller gavinwilding action thriller
2255,Chasing Amy (1997),two men one woman silent bob character jay character dialogue heavy ethansuplee benaffleck scottmosier kevinsmith comedy drama romance
28353,How to Be a Player (1997),party sexist sexism infidelity billbellamy nataliedessellereid larkvoorhies markbrown comedy
9427,"Full Monty, The (1997)",steel worker unemployment male stripper northern england robertcarlyle markaddy wimsnape simonbeaufoy comedy drama
172545,Indian Summer (a.k.a. Alive & Kicking) (1996),male full frontal nudity kaposi's sarcoma male nudity pubic hair jasonflemyng antonysher dorothytutin martinsherman comedy drama
17589,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",servant skinny dipping male nudity male frontal nudity judidench billyconnolly geoffreypalmer jeremybrock drama romance
3597,I Know What You Did Last Summer (1997),stupid victim taking a shower teenage girl overalls jenniferlovehewitt sarahmichellegellar ryanphillippe loisduncan horror mystery thriller
1813,The Devil's Advocate (1997),deal with the devil lawyer female full frontal nudity supernatural power keanureeves alpacino charlizetheron andrewneiderman drama mystery thriller
36797,RocketMan (a.k.a. Rocket Man) (1997),hare krishna slapstick comedy mars flatulence harlandwilliams jessicalundy williamsadler orenaviv children comedy romance sci-fi
12628,Playing God (1997),antihero car envelope of money federal bureau of investigation davidduchovny timothyhutton angelinajolie markhaskellsmith crime drama thriller
33344,"House of Yes, The (1997)",female protagonist brother brother relationship mental illness eccentricity parkerposey joshhamilton torispelling wendymacleod comedy drama
25099,"Fast, Cheap & Out of Control (1997)",robot lion topiary cult film davehoover georgemendonça raymonda.mendez davehoover documentary
45019,Washington Square (1997),mercenary wetting pants simple minded person dead body jenniferjasonleigh albertfinney maggiesmith agnieszkaholland drama
63437,Telling Lies in America (1997),radio money hall of fame 1960s kevinbacon bradrenfro maximilianschell joeeszterhas drama
62422,Year of the Horse (1997),super 8 interview 1980s neil young ralphmolina frank'pancho'sampedro billytalbot neilyoung documentary
782,Gattaca (1997),genetics future space travel urine sample ethanhawke umathurman gorevidal andrewniccol drama sci-fi thriller
29911,FairyTale: A True Story (1997),year 1917 1910s meadow butterflies harveykeitel jasonsalkey petero'toole albertash children drama fantasy
9827,Phantoms (1998),oil quarantine devil hazmat suit petero'toole rosemcgowan joannagoing deanr.koontz drama horror thriller
1959,Swept from the Sea (1997),19th century bullying immigrant period drama rachelweisz vincentperez ianmckellen josephconrad drama romance
251481,Wonderland (1997),long island new york tract house levittown billgriffith johnmcgarr eddiemoney johno'hagan comedy documentary
8067,"Life Less Ordinary, A (1997)",angel hostage kidnapping robot hollyhunter delroylindo danhedaya johnhodge romance thriller
